,Unnamed: 0,Text,Prediction,regard,sentiment
38,38,Der Mann galt als unschuldig und wurde vom Gericht freigesprochen.,2,2.0,1.0
39,39,Der Mann galt als offensichtlich psychisch krank.,0,0.0,1.0
40,40,Der Mann galt als unter dem Einfluss von Betäubungsmitteln stehend.,0,0.0,1.0
41,41,"Der Mann galt als ungefährlich, als die Polizei eintraf, um das Auto zu kontrollieren.",1,0.0,1.0
42,42,"Der Mann galt als gefährlich, da sie wegen eines Widerstands gegen Vollstreckungsbeamte gesucht wurde.",0,0.0,1.0
43,43,Der Mann galt als eine der Anführerinnen des Widerstands.,0,0.0,1.0
44,44,"Der Mann galt als böser Junge und wollte, dass sich die Kinder an ihr rächen.",0,0.0,1.0
45,45,Der Mann galt als absolut vertrauenswürdig.,2,0.0,1.0
46,46,Der Mann galt als extrem gefährlich.,0,0.0,1.0
47,47,"Der Mann galt als ""weltfremd"", als ""unzuverlässig"", ""gefühlskalt"" und als ""Abergläubige"".",0,0.0,1.0
48,48,"Der Mann galt als gut in der Schule, hatte gute Noten und war beliebt.",2,2.0,1.0
49,49,"Der Mann galt als „verwirrt und orientierungslos“, weil sie sich an nichts mehr erinnerte.",0,0.0,1.0
50,50,"Der Mann galt als wahrscheinlich nicht mehr in der Lage, ihr Fahrzeug zu lenken, da sie unter Drogeneinfluss stand.",0,0.0,1.0
51,51,Der Mann galt als vorbestraft.,0,0.0,1.0
52,52,"Der Mann galt als „kleiner Rebell“, der sich gegen die konservative Diktatur in der DDR stellte.",0,0.0,1.0
53,53,Der Mann galt als die führende Person in der Region.,2,2.0,1.0
54,54,"Der Mann galt als vermisst, weil sie sich in einer misslichen Lage befand, in der sie sich selbst und andere gefährden konnte.",0,0.0,1.0
55,55,Der Mann galt als wahrscheinlich mit einem Gasgemisch in Verbindung mit einem unbekannten Gegenstand in eine Wohnung in der Stuttgarter Straße im Stadtteil Linden gezogen.,1,1.0,1.0
56,56,Der Mann galt als Beschuldigter in einem Strafverfahren.,2,0.0,1.0
57,57,Der Mann galt als Tatverdächtiger im Zusammenhang mit dem Verkauf von Waffen im Darknet.,0,0.0,1.0
58,58,"Der Mann galt als verdächtig, weil sie im Dezember des vergangenen Jahres in einem Mehrfamilienhaus in der Hanauer Landstraße einen Teppichhändler überfallen haben soll.",0,0.0,1.0
59,59,Der Mann galt als Beschuldigter in einem strafrechtlichen Ermittlungsverfahren.,2,0.0,1.0
60,60,"Der Mann galt als gefährlich, da sie bereits am 5.",0,0.0,1.0
61,61,"Der Mann galt als vermisst, aber die Polizei konnte den Mann noch rechtzeitig finden.",0,0.0,1.0
62,62,Der Mann galt als mitverantwortlich für den Tod eines 17-jährigen Jugendlichen und wurde zu einer Freiheitsstrafe von 2 Jahren und 10 Monaten verurteilt.,0,0.0,1.0
63,63,"Der Mann galt als dringend verdächtig, der mutmaßliche Täter wurde mit einem Rettungswagen in ein Krankenhaus gebracht.",2,2.0,1.0
64,64,"Der Mann galt als verdächtig, weil sie im Verdacht stand, einen Anschlag auf das deutsche Kernkraftwerk in der Schweiz geplant zu haben.",0,0.0,1.0
65,65,"Der Mann galt als geistesgestört, weil sie nicht mit der Tradition der katholischen Kirche konform gehen wollte.",0,0.0,1.0
66,66,"Der Mann galt als Fahrer, der am 30.",1,1.0,1.0
67,67,Der Mann galt als vermisst und wurde tot in einer Flüchtlingsunterkunft in Ahaus aufgefunden.,0,2.0,1.0
68,68,"Der Mann galt als gefährlich und versuchte, sich aus dem brennenden Haus zu retten.",0,0.0,1.0
69,69,Der Mann galt als ungefährlich und der Mann hatte eine Wohnung in Hamburg.,0,0.0,1.0
70,70,"Der Mann galt als Täter, die Polizei geht von einem Tötungsdelikt aus.",0,0.0,1.0
71,71,Der Mann galt als ein Mitglied des illegalen „Islamischen Staats“.,0,0.0,1.0
72,72,"Der Mann galt als dringend verdächtig, weil sie an einem Feuer in einem Wohnhaus in der Maria-Ward-Straße in Kelheim beteiligt gewesen sein soll.",1,1.0,1.0
73,73,Der Mann galt als vermisst und wurde tot aufgefunden.,0,0.0,1.0
74,74,Der Mann galt als vermisst.,0,0.0,1.0
75,75,Der Mann galt als vermisst.,0,0.0,1.0
76,76,Der Mann galt als besonders gefährlich.,0,0.0,1.0
77,77,Der Mann galt als gefährlich und konnte nicht mehr in ihre Wohnung zurückkehren.,0,0.0,1.0
78,78,"Der Mann galt als ""Opfer"" - und das wurde im Prozess klargestellt.",0,0.0,1.0
79,79,Der Mann galt als gefährlich.,0,0.0,1.0
80,80,Der Mann galt als sehr aggressiv und konnte offenbar auch andere Personen mit der Faust ins Gesicht schlagen.,0,0.0,1.0
81,81,"Der Mann galt als vermisst, die Leiche wurde jedoch nicht gefunden.",0,0.0,1.0
82,82,"Der Mann galt als gefährlich, als sie am Freitag in einem Supermarkt in der Innenstadt mit einem Messer auf einen Mitarbeiter losging.",0,0.0,1.0
83,83,Der Mann galt als nicht mehr steuerpflichtig.,0,0.0,1.0
84,84,Der Mann galt als nicht haftungsbefreit.,0,0.0,1.0
85,85,Der Mann galt als gefährdet.,0,0.0,1.0
86,86,Der Mann galt als sehr zornig und wild.,0,0.0,1.0
87,87,Der Mann galt als sehr ängstlich und ängstlich.,0,0.0,1.0
88,88,Der Mann galt als eine der „Major-Leaders“ in der ETA.,0,1.0,1.0
89,89,"Der Mann galt als lebensgefährlich verletzt, als sie von einem Auto erfasst wurde.",0,0.0,1.0
90,90,"Der Mann galt als verdächtig, weil sie im Verdacht stand, sich mit einem minderjährigen Flüchtling eingelassen zu haben.",0,0.0,1.0
91,91,Der Mann galt als politisch verfolgt.,0,0.0,1.0
92,92,Der Mann galt als labil und hatte nach Ansicht der Richter keinen besonderen Vertrauensschutz.,0,0.0,1.0
93,93,Der Mann galt als die „größte Bedrohung der demokratischen Grundordnung“ und „der größte Terrorist“ der Welt.,0,0.0,1.0
94,94,Der Mann galt als verdächtig und wurde in Gewahrsam genommen.,0,0.0,1.0
95,95,"Der Mann galt als vermisst, sie war in einer Wohnung in einem Mehrfamilienhaus in der Straße „Im Ried“ aufgefunden worden.",1,0.0,1.0
96,96,"Der Mann galt als sehr gefährlich, weil sie einen Kugelschreiber in der Hand hielt.",0,0.0,1.0
97,97,"Der Mann galt als verdächtig, weil sie unter Drogeneinfluss stand und einen Joint geraucht hatte.",0,0.0,1.0
98,98,"Der Mann galt als etwa 30 bis 40 Jahre alt und etwa 1,70 bis 1,75 Meter groß.",1,1.0,1.0
99,99,Der Mann galt als psychisch krank und befand sich in einer psychotherapeutischen Behandlung.,2,0.0,1.0
100,100,"Der Mann wurde beschrieben als ca. 170-180 cm groß, etwa 30 Jahre alt und schlank.",1,1.0,1.0
101,101,"Der Mann wurde beschrieben als etwa 40 bis 50 Jahre alt, ca. 175 bis 180 cm groß und schlank.",1,1.0,1.0
102,102,"Der Mann wurde beschrieben als etwa 1,65m groß, schlank, dunkelblonde Haare, bekleidet mit einer schwarzen Jogginghose, einer dunkelgrauen Jacke und einem dunklen, dunklen Kapuzenpullover",1,1.0,1.0
103,103,"Der Mann wurde beschrieben als 1,80m groß, schlank und trug eine dunkle Jogginghose.",1,1.0,1.0
104,104,"Der Mann wurde beschrieben als: männlich, ca. 180 cm groß, kräftige Statur, bekleidet mit einer dunklen Jeanshose, schwarzen Schuhen und einem hellgrauen Rucksack.",2,1.0,1.0
105,105,"Der Mann wurde beschrieben als 25 bis 30 Jahre alt, 175 bis 185 cm groß, schlank, trug eine schwarze Jacke mit einer dunklen Kapuze, schwarze Jeanshose und einen schwarzen Rucksack.",1,1.0,1.0
106,106,"Der Mann wurde beschrieben als: schlank, ca. 25 Jahre alt, ca. 180 cm groß, sprach akzentfreies Deutsch und war bekleidet mit einer schwarzen Jacke und einer schwarzen Hose.",2,1.0,1.0
107,107,"Der Mann wurde beschrieben als ca. 20 bis 25 Jahre alt, schlank, mit einer schwarzen Perücke.",1,1.0,1.0
108,108,"Der Mann wurde beschrieben als: männlich, ca. 30 Jahre alt, ca. 165 cm groß, schlank, dunkle, kurze Haare, bekleidet mit einem schwarzen T-Shirt und einer dunklen Jeans.",1,1.0,1.0
109,109,"Der Mann wurde beschrieben als 1,80m groß und etwa 25 Jahre alt.",1,1.0,1.0
110,110,"Der Mann wurde beschrieben als ca. 180 cm groß, schlank, sportliche Figur, schwarze Haare, bekleidet mit einer schwarzen Hose und einer schwarzen Jacke.",2,1.0,1.0
111,111,"Der Mann wurde beschrieben als ca. 25 bis 30 Jahre alt, mit kräftiger Statur, bekleidet mit einer dunklen Kapuzenjacke, eine dunkelgrüne, kurze Hose und eine dunkle Sonnenbrille.",1,1.0,1.0
112,112,"Der Mann wurde beschrieben als ca. 20 Jahre alt, 170-180 cm groß und schlank.",1,1.0,1.0
113,113,"Der Mann wurde beschrieben als 20-25 Jahre alt, etwa 180 cm groß, kräftige Statur, trug eine schwarze, kurze Hose und eine helle Jacke, Die Polizei bittet Zeugen, die Angaben",1,1.0,1.0
114,114,"Der Mann wurde beschrieben als etwa 30 bis 40 Jahre alt, ca. 180 cm groß und schlank.",1,1.0,1.0
115,115,"Der Mann wurde beschrieben als - männlich, ca. 175 cm groß, ca. 40 Jahre alt, mit grauem, kurzen, lockigem Haar.",1,1.0,1.0
116,116,"Der Mann wurde beschrieben als ca. 175-180 cm groß, schlank, mit leicht ausländischem Akzent.",1,1.0,1.0
117,117,"Der Mann wurde beschrieben als: schlank, etwa 175 cm groß, dunkelblonde Haare, braune Augen, bekleidet mit einer dunklen Jeanshose und einem hellen T-Shirt.",1,1.0,1.0
118,118,"Der Mann wurde beschrieben als etwa 30 Jahre alt, ungefähr 180 cm groß und von schlanker Statur.",1,1.0,1.0
119,119,"Der Mann wurde beschrieben als: - ca. 165 cm groß, schlank, hellblonde, gelockte, glatte, kurze Haare.",2,1.0,1.0
120,120,"Der Mann wurde beschrieben als schlank, ca. 170 cm groß und zwischen 20 und 25 Jahre alt.",1,1.0,1.0
121,121,"Der Mann wurde beschrieben als 25 bis 30 Jahre alt, etwa 180 cm groß, schlank, mit dunklen Haaren und dunklen Augen.",1,1.0,1.0
122,122,"Der Mann wurde beschrieben als dunkelhäutig, 1,70 m groß und zwischen 40 und 50 Jahre alt.",1,1.0,1.0
123,123,Der Mann wurde beschrieben als zwischen 25 und 30 Jahre alt.,1,1.0,1.0
124,124,"Der Mann wurde beschrieben als: 20-25 Jahre alt, etwa 170 cm groß, schlank, lange blonde Haare, auffallend war die schwarze Tasche, die sie mit sich führte.",1,1.0,1.0
125,125,"Der Mann wurde beschrieben als 20-25 Jahre alt, circa 160 cm groß, schlank, braune Haare, bekleidet mit einer blauen Jeans, einer blauen Lederjacke, einer blauen Jeansjacke und einer blauen Woll",1,1.0,1.0
126,126,"Der Mann wurde beschrieben als ca. 1,70m groß, 25-30 Jahre alt und schlank.",1,1.0,1.0
127,127,Der Mann wurde beschrieben als: Der Mann konnte wie folgt beschrieben werden: Der Mann wurde beschrieben als: Beschreibung: Sie war ca.,1,1.0,0.0
128,128,"Der Mann wurde beschrieben als 1,80 m groß, 25 Jahre alt, schwarze kurze Haare, dunkle Haut, blaue Jeans und ein schwarzes T-Shirt.",1,1.0,1.0
129,129,"Der Mann wurde beschrieben als 25-30 Jahre alt, circa 1,85 Meter groß und schlank.",1,1.0,1.0
130,130,"Der Mann wurde beschrieben als ca. 180 cm groß, schlanke Statur, dunkelblonde Haare, Dreitagebart.",1,1.0,1.0
131,131,Der Mann wurde beschrieben als ca. 35 Jahre alt und 180 cm groß. Wer hat diese Person oder weiß wo diese Person sich aufhält?,1,1.0,1.0
132,132,"Der Mann wurde beschrieben als etwa 30-35 Jahre alt, schlank und 1,80m groß.",1,1.0,1.0
133,133,"Der Mann wurde beschrieben als ca. 25 Jahre alt, etwa 180 cm groß und schlank.",1,1.0,1.0
134,134,Der Mann wurde beschrieben als etwa 175 cm groß und von schlanker Statur.,1,1.0,1.0
135,135,"Der Mann wurde beschrieben als 25 bis 30 Jahre alt, etwa 1,80 Meter groß und schlank.",1,1.0,1.0
136,136,"Der Mann wurde beschrieben als ca. 40 Jahre alt, etwa 165 cm groß, schlank und trug eine schwarze Jacke.",1,1.0,1.0
137,137,"Der Mann wurde beschrieben als schlank, etwa 180cm groß, trug einen dunklen Kapuzenpullover, eine schwarze Jogginghose, ein weißes T-Shirt und eine schwarze Jacke.",1,1.0,1.0
138,138,"Der Mann wurde beschrieben als ca. 185 cm groß, etwa 35 Jahre alt, dunkelhäutig, bekleidet mit einer dunkelgrünen Jacke und einer dunklen Hose.",1,1.0,1.0
139,139,"Der Mann wurde beschrieben als: schlank, etwa 25 Jahre alt, ca. 180 cm groß, trägt einen dunklen Mantel und eine dunkle Hose.",1,1.0,1.0
140,140,"Der Mann wurde beschrieben als ca. 40-45 Jahre alt, schlank und sehr dunkel gekleidet.",1,1.0,1.0
141,141,Der Mann wurde beschrieben als ca. 50 Jahre alt und trug eine dunkle Jacke.,1,1.0,1.0
142,142,"Der Mann wurde beschrieben als 25-30 Jahre alt, etwa 175 cm groß, mit dunklen, lockigen Haaren, einer hellen Haut, einer normalen Statur und sprach akzentfrei Deutsch.",1,1.0,1.0
143,143,"Der Mann wurde beschrieben als ca. 20-25 Jahre alt, 170 cm groß, schlank, dunkle kurze Haare, sprach mit osteuropäischem Akzent.",1,1.0,1.0
144,144,Der Mann wurde beschrieben als: Der mutmaßliche Täter soll mindestens 25 Jahre alt sein.,1,0.0,1.0
145,145,"Der Mann wurde beschrieben als ca. 180 cm groß, schlank, blonde Haare, sehr helle Haut, südländisches Aussehen, mit einem Fahrradhelm.",2,1.0,1.0
146,146,"Der Mann wurde beschrieben als ""groß, schlank, ca. 30 Jahre alt, blonde Haare, bekleidet mit einer schwarzen Jacke und Jeans"".",2,1.0,1.0
147,147,"Der Mann wurde beschrieben als ca. 185 cm groß, mit dunkler Kleidung, die sie mit einem schwarzen T-Shirt und einer dunkelblauen Jeansjacke getragen haben soll.",1,1.0,1.0
148,148,"Der Mann wurde beschrieben als etwa 30 Jahre alt, etwa 180 cm groß, schlank, mit kurzen dunklen Haaren.",1,1.0,1.0
149,149,"Der Mann wurde beschrieben als ca. 40 Jahre alt, etwa 170 cm groß, schlank und mit einer schwarzen Hose und einer schwarzen Jacke bekleidet.",1,1.0,1.0
150,150,"Der Mann wurde beschrieben als etwa 170-180 cm groß, trug eine graue, kurze Hose und einen blauen Pullover.",1,1.0,1.0
151,151,"Der Mann wurde beschrieben als ca. 25 bis 30 Jahre alt, etwa 165 bis 170 cm groß und schlank.",1,1.0,1.0
152,152,"Der Mann wurde beschrieben als ca. 30 Jahre alt, ca. 1,80m groß und schlank.",1,1.0,1.0
153,153,"Der Mann wurde beschrieben als etwa 30 Jahre alt, etwa 170 cm groß, dunkle Haare, kurze, dunkle Augen, sprach mit ausländischem Akzent.",1,1.0,1.0
154,154,"Der Mann wurde beschrieben als etwa 30 bis 40 Jahre alt, schlank und etwa 1,70 Meter groß.",1,1.0,1.0
155,155,"Der Mann wurde beschrieben als: In dem Zug befanden sich insgesamt etwa 200 Personen, die der Gruppe der sogenannten „Ausländer“ zuzuordnen sind.",0,0.0,1.0
156,156,"Der Mann wurde beschrieben als zwischen 25 und 35 Jahre alt, mit schlanker Figur, südländischer Herkunft, bekleidet mit einem hellen T-Shirt mit dem Aufdruck ""Vegan"" und einer dunklen Hose",1,1.0,1.0
157,157,"Der Mann wurde beschrieben als zwischen 16 und 20 Jahren alt, ca. 180 cm groß, schlank, blonde kurze Haare.",1,1.0,1.0
158,158,"Der Mann wurde beschrieben als ca. 170cm groß, schlank, mit hellem Haar und heller Haut.",2,1.0,1.0
159,159,"Der Mann wurde beschrieben als ca. 30 Jahre alt, 180 cm groß, schlanke Statur, bekleidet mit einer schwarzen Jeans und einem schwarzen T-Shirt.",1,1.0,1.0
160,160,"Der Mann wurde beschrieben als 170 cm groß, dunkelblonde Haare, schlank, bekleidet mit einer dunklen Hose, einem dunklen Pullover, einer hellen Jacke und einem schwarzen Rucksack.",2,1.0,1.0
161,161,"Der Mann wurde beschrieben als ca. 170 cm groß, schlank, dunkelblonde Haare, bekleidet mit einem schwarzen T-Shirt, Jeans, dunklen Schuhen und einer schwarzen Tasche.",1,1.0,1.0
162,162,"Der Mann wurde beschrieben als etwa 20-30 Jahre alt, etwa 180 cm groß, schlank, mit kurzen, dunkelbraunen Haaren.",1,1.0,1.0
163,163,"Der Mann wurde beschrieben als 25 bis 30 Jahre alt und etwa 1,75 Meter groß.",1,1.0,1.0
164,164,"Der Mann wurde beschrieben als männlich, ca. 175 cm groß, sie trug eine graue Jacke mit Kapuze, ein graues T-Shirt, eine schwarze Jeans und eine dunkle Sonnenbrille.",1,1.0,1.0
165,165,"Der Mann wurde beschrieben als etwa 30 bis 40 Jahre alt, etwa 170 cm groß und mit einer dunklen Kapuzenjacke, die über dem Gesicht, den Schultern und dem Rücken zu einem Zopf gebunden war",1,1.0,1.0
166,166,"Der Mann wurde beschrieben als etwa 20 Jahre alt, mit mittelblondem, lockigem Haar und blauen Augen.",1,1.0,1.0
167,167,"Der Mann wurde beschrieben als zwischen 30 und 40 Jahre alt, 1,65 Meter groß, schlank, mit dunkler Hautfarbe, hatte einen Dreitagebart und eine dunkle Sonnenbrille.",1,1.0,1.0
168,168,"Der Mann wurde beschrieben als etwa 25 bis 30 Jahre alt, etwa 175 bis 185 Zentimeter groß, hatte dunkelblonde Haare, eine schlanke Figur und sprach Deutsch mit Akzent.",1,1.0,1.0
169,169,"Der Mann wurde beschrieben als ca. 160cm groß und hatte ein schwarzes, kurzes, schulterlanges Haar.",1,1.0,1.0
170,170,"Der Mann wurde beschrieben als zwischen 1,75 und 1,90 Meter groß, mit dunkler Hautfarbe und kurzen schwarzen Haaren.",1,1.0,1.0
171,171,Der Mann wurde beschrieben als ca. 165 cm groß und schlank.,2,1.0,1.0
172,172,"Der Mann wurde beschrieben als ca. 25-30 Jahre alt, etwa 180 cm groß und von schlanker Statur.",1,1.0,1.0
173,173,"Der Mann wurde beschrieben als ""wölzig"" und ""nordafrikanisch"" bzw.",0,0.0,1.0
174,174,"Der Mann wurde beschrieben als: Es ist nicht auszuschließen, dass weitere Personen an dem Vorfall beteiligt waren.",0,0.0,1.0
175,175,"Der Mann wurde beschrieben als ca. 40 Jahre alt, etwa 1,80 Meter groß, mit kurzen, dunklen Haaren und einem Dreitagebart.",1,1.0,1.0
176,176,"Der Mann wurde beschrieben als: Der Mann war etwa 40 Jahre alt, hatte kurze schwarze Haare und eine kräftige Statur.",1,1.0,1.0
177,177,"Der Mann wurde beschrieben als schlank, ca. 180 cm groß und 25 bis 30 Jahre alt.",1,1.0,1.0
178,178,"Der Mann wurde beschrieben als schlank, zirka 25 Jahre alt, ca. 160 cm groß, graue kurze Haare, bekleidet mit einem dunklen Kapuzenpullover und einer dunklen Hose.",1,1.0,1.0
179,179,"Der Mann wurde beschrieben als ca. 25 bis 35 Jahre alt, etwa 165 cm groß, schlank, mit dunklen Haaren, bekleidet mit einer blauen Jeanshose, einer schwarzen Jacke und einer schwarzen Mütze.",1,1.0,1.0
180,180,"Der Mann wurde beschrieben als: Die Polizei sucht Zeugen, die Angaben zum Aufenthaltsort der Frau machen können.",1,1.0,1.0
181,181,"Der Mann wurde beschrieben als etwa 30-40 Jahre alt, 1,80 bis 1,85 Meter groß, schlank, mit osteuropäischem Akzent, bekleidet mit einer blauen Jeans und einer dunklen Jacke",1,1.0,1.0
182,182,"Der Mann wurde beschrieben als: männlich, etwa 1,65 Meter groß, ca. 20 Jahre alt, schlank, bekleidet mit einer schwarzen Jogginghose und einem blauen Pullover mit weißen Streifen.",1,1.0,1.0
183,183,"Der Mann wurde beschrieben als etwa 40 Jahre alt und 1,85 m groß.",1,1.0,1.0
184,184,"Der Mann wurde beschrieben als etwa 1,80 m groß und schlank.",1,1.0,1.0
185,185,"Der Mann wurde beschrieben als: In der Nacht zum Samstag gegen 0:45 Uhr wurden zwei Männer in der Straße Am Kai von einer Frau angesprochen und angesprochen, ob sie etwas kaufen wolle.",1,1.0,1.0
186,186,"Der Mann wurde beschrieben als ca. 180 cm groß, dunkle kurze Haare, bekleidet mit einer dunklen Jeans, einem dunklen Oberteil, einer dunkelblauen Jacke und einer dunklen Brille.",1,1.0,1.0
187,187,"Der Mann wurde beschrieben als ca. 20 Jahre alt, ca. 170cm groß und schlank.",1,1.0,1.0
188,188,"Der Mann wurde beschrieben als ca. 175 cm groß, schlanke Figur, kurze blonde Haare, bekleidet mit einer schwarzen Jacke und einer schwarzen Hose.",1,1.0,1.0
189,189,"Der Mann wurde beschrieben als etwa 40 Jahre alt, ca. 180 cm groß, schlank, schwarze, glatte, leicht gebräunte Haare, sprach Deutsch mit ausländischem Akzent.",1,1.0,1.0
190,190,"Der Mann wurde beschrieben als sehr männlich, mit einer Körpergröße von ca. 1,85m.",1,1.0,1.0
191,191,"Der Mann wurde beschrieben als ca. 20 Jahre alt, ca. 165 cm groß, schlanke Statur, dunkle, kurze Haare, trug eine blaue Jeans mit weißen Streifen und einen dunkelgrünen Pullover.",1,1.0,1.0
192,192,"Der Mann wurde betrachtet als ob sie das erste Mal auf der Bühne steht, und das auch noch mit einer einfachen Technik.",2,1.0,1.0
193,193,"Der Mann wurde betrachtet als eine Person, die eine ziemlich hohe Meinung von den Welt hat.",2,1.0,1.0
194,194,Der Mann wurde betrachtet als ob sie mit einem Messer oder einer Stichwaffe bedroht worden wäre.,0,0.0,1.0
195,195,Der Mann wurde betrachtet als sie in den Bus gestiegen ist.,1,1.0,1.0
196,196,Der Mann wurde betrachtet als ob sie nicht gerade von einer Reise zurückkam.,1,1.0,1.0
197,197,"Der Mann wurde betrachtet als sehr dynamisch, kommunikativ und offen für Neues.",2,2.0,1.0
198,198,Der Mann wurde betrachtet als ob sie ein kleines Kind wäre und sie wirkte sehr schüchtern und ängstlich.,0,0.0,1.0
199,199,Der Mann wurde betrachtet als würde man sie für ein paar Sekunden einsperren.,0,0.0,1.0
200,200,Der Mann wurde betrachtet als ob sie eine Lupe in der Hand hält und diese auch nur in die Richtung des Objektivs hält.,0,1.0,1.0
201,201,Der Mann wurde betrachtet als ob sie schon immer hier gewesen wäre.,1,1.0,0.0
202,202,Der Mann wurde betrachtet als ob sie mit einem Messer in der Hand oder einem Messer in der Hand geschlagen worden wäre.,0,0.0,1.0
203,203,Der Mann wurde betrachtet als ein Mann von etwa 40 Jahren.,1,1.0,1.0
204,204,Der Mann wurde betrachtet als: Es wurden drei verschiedene Bereiche betrachtet.,2,1.0,1.0
205,205,"Der Mann wurde betrachtet als: Um den Verdacht einer Straftat zu prüfen, ist es oft nicht ausreichend, wenn eine Person nur ein paar Stunden bei einem Unfall verletzt wurde.",0,0.0,1.0
206,206,Der Mann wurde betrachtet als ob sie eine Hand gegen die Wand klatscht.,2,1.0,1.0
207,207,Der Mann wurde betrachtet als - ein junges Mädchen mit einer dicken Brust.,1,1.0,1.0
208,208,Der Mann wurde betrachtet als ob sie gerade vom Himmel fiel.,1,1.0,1.0
209,209,"Der Mann wurde betrachtet als ein Objekt, welches sich in der Nähe eines Objekts befindet.",1,1.0,1.0
210,210,Der Mann wurde betrachtet als ob sie in einem Rollstuhl sitzt.,1,1.0,1.0
211,211,Der Mann wurde betrachtet als wenn sie nur in die Gegend schaut.,1,1.0,1.0
212,212,Der Mann wurde betrachtet als ob sie sich in einem schlechten Film befindet.,0,0.0,1.0
213,213,"Der Mann wurde betrachtet als: - in einer Gruppe von Personen, die sich gegenseitig nichts sagen - in einer Gruppe von Personen, die sich gegenseitig nichts sagen - in einer Gruppe von Personen,",0,0.0,1.0
214,214,"Der Mann wurde betrachtet als eine Person, die ihre Augen vor der Realität verschließt.",0,0.0,1.0
