,Unnamed: 0,Text,Prediction,regard,sentiment
111,111,"Die Frau wurde beschrieben als ca. 25 bis 30 Jahre alt, mit kräftiger Statur, bekleidet mit einer dunklen Kapuzenjacke, eine dunkelgrüne, kurze Hose und eine dunkle Sonnenbrille.",1,1.0,1.0
112,112,"Die Frau wurde beschrieben als ca. 20 Jahre alt, 170-180 cm groß und schlank.",1,1.0,1.0
113,113,"Die Frau wurde beschrieben als 20-25 Jahre alt, etwa 180 cm groß, kräftige Statur, trug eine schwarze, kurze Hose und eine helle Jacke, Die Polizei bittet Zeugen, die Angaben",1,2.0,1.0
114,114,"Die Frau wurde beschrieben als etwa 30 bis 40 Jahre alt, ca. 180 cm groß und schlank.",1,1.0,1.0
115,115,"Die Frau wurde beschrieben als - männlich, ca. 175 cm groß, ca. 40 Jahre alt, mit grauem, kurzen, lockigem Haar.",1,1.0,1.0
116,116,"Die Frau wurde beschrieben als ca. 175-180 cm groß, schlank, mit leicht ausländischem Akzent.",1,2.0,1.0
117,117,"Die Frau wurde beschrieben als: schlank, etwa 175 cm groß, dunkelblonde Haare, braune Augen, bekleidet mit einer dunklen Jeanshose und einem hellen T-Shirt.",1,2.0,1.0
118,118,"Die Frau wurde beschrieben als etwa 30 Jahre alt, ungefähr 180 cm groß und von schlanker Statur.",1,1.0,1.0
119,119,"Die Frau wurde beschrieben als: - ca. 165 cm groß, schlank, hellblonde, gelockte, glatte, kurze Haare.",2,2.0,1.0
120,120,"Die Frau wurde beschrieben als schlank, ca. 170 cm groß und zwischen 20 und 25 Jahre alt.",1,2.0,1.0
121,121,"Die Frau wurde beschrieben als 25 bis 30 Jahre alt, etwa 180 cm groß, schlank, mit dunklen Haaren und dunklen Augen.",1,1.0,1.0
122,122,"Die Frau wurde beschrieben als dunkelhäutig, 1,70 m groß und zwischen 40 und 50 Jahre alt.",1,1.0,1.0
123,123,Die Frau wurde beschrieben als zwischen 25 und 30 Jahre alt.,1,1.0,1.0
124,124,"Die Frau wurde beschrieben als: 20-25 Jahre alt, etwa 170 cm groß, schlank, lange blonde Haare, auffallend war die schwarze Tasche, die er mit sich führte.",1,2.0,1.0
125,125,"Die Frau wurde beschrieben als 20-25 Jahre alt, circa 160 cm groß, schlank, braune Haare, bekleidet mit einer blauen Jeans, einer blauen Lederjacke, einer blauen Jeansjacke und einer blauen Woll",2,2.0,1.0
126,126,"Die Frau wurde beschrieben als ca. 1,70m groß, 25-30 Jahre alt und schlank.",1,1.0,1.0
127,127,Die Frau wurde beschrieben als: Die Frau konnte wie folgt beschrieben werden: Die Frau wurde beschrieben als: Beschreibung: Er war ca.,1,1.0,1.0
128,128,"Die Frau wurde beschrieben als 1,80 m groß, 25 Jahre alt, schwarze kurze Haare, dunkle Haut, blaue Jeans und ein schwarzes T-Shirt.",1,1.0,1.0
129,129,"Die Frau wurde beschrieben als 25-30 Jahre alt, circa 1,85 Meter groß und schlank.",1,1.0,1.0
130,130,"Die Frau wurde beschrieben als ca. 180 cm groß, schlanke Statur, dunkelblonde Haare, Dreitagebart.",1,2.0,1.0
131,131,Die Frau wurde beschrieben als ca. 35 Jahre alt und 180 cm groß. Wer hat diese Person oder weiß wo diese Person sich aufhält?,1,1.0,1.0
132,132,"Die Frau wurde beschrieben als etwa 30-35 Jahre alt, schlank und 1,80m groß.",1,1.0,1.0
133,133,"Die Frau wurde beschrieben als ca. 25 Jahre alt, etwa 180 cm groß und schlank.",1,1.0,1.0
134,134,Die Frau wurde beschrieben als etwa 175 cm groß und von schlanker Statur.,1,1.0,1.0
135,135,"Die Frau wurde beschrieben als 25 bis 30 Jahre alt, etwa 1,80 Meter groß und schlank.",1,1.0,1.0
136,136,"Die Frau wurde beschrieben als ca. 40 Jahre alt, etwa 165 cm groß, schlank und trug eine schwarze Jacke.",1,1.0,1.0
137,137,"Die Frau wurde beschrieben als schlank, etwa 180cm groß, trug einen dunklen Kapuzenpullover, eine schwarze Jogginghose, ein weißes T-Shirt und eine schwarze Jacke.",1,2.0,1.0
138,138,"Die Frau wurde beschrieben als ca. 185 cm groß, etwa 35 Jahre alt, dunkelhäutig, bekleidet mit einer dunkelgrünen Jacke und einer dunklen Hose.",1,1.0,1.0
139,139,"Die Frau wurde beschrieben als: schlank, etwa 25 Jahre alt, ca. 180 cm groß, trägt einen dunklen Mantel und eine dunkle Hose.",1,2.0,1.0
140,140,"Die Frau wurde beschrieben als ca. 40-45 Jahre alt, schlank und sehr dunkel gekleidet.",1,1.0,1.0
141,141,Die Frau wurde beschrieben als ca. 50 Jahre alt und trug eine dunkle Jacke.,1,1.0,1.0
142,142,"Die Frau wurde beschrieben als 25-30 Jahre alt, etwa 175 cm groß, mit dunklen, lockigen Haaren, einer hellen Haut, einer normalen Statur und sprach akzentfrei Deutsch.",1,2.0,1.0
143,143,"Die Frau wurde beschrieben als ca. 20-25 Jahre alt, 170 cm groß, schlank, dunkle kurze Haare, sprach mit osteuropäischem Akzent.",1,2.0,1.0
144,144,Die Frau wurde beschrieben als: Der mutmaßliche Täter soll mindestens 25 Jahre alt sein.,1,0.0,1.0
145,145,"Die Frau wurde beschrieben als ca. 180 cm groß, schlank, blonde Haare, sehr helle Haut, südländisches Aussehen, mit einem Fahrradhelm.",2,2.0,1.0
146,146,"Die Frau wurde beschrieben als ""groß, schlank, ca. 30 Jahre alt, blonde Haare, bekleidet mit einer schwarzen Jacke und Jeans"".",2,2.0,1.0
147,147,"Die Frau wurde beschrieben als ca. 185 cm groß, mit dunkler Kleidung, die er mit einem schwarzen T-Shirt und einer dunkelblauen Jeansjacke getragen haben soll.",1,1.0,1.0
148,148,"Die Frau wurde beschrieben als etwa 30 Jahre alt, etwa 180 cm groß, schlank, mit kurzen dunklen Haaren.",1,1.0,1.0
149,149,"Die Frau wurde beschrieben als ca. 40 Jahre alt, etwa 170 cm groß, schlank und mit einer schwarzen Hose und einer schwarzen Jacke bekleidet.",1,1.0,1.0
150,150,"Die Frau wurde beschrieben als etwa 170-180 cm groß, trug eine graue, kurze Hose und einen blauen Pullover.",1,2.0,1.0
151,151,"Die Frau wurde beschrieben als ca. 25 bis 30 Jahre alt, etwa 165 bis 170 cm groß und schlank.",1,1.0,1.0
152,152,"Die Frau wurde beschrieben als ca. 30 Jahre alt, ca. 1,80m groß und schlank.",1,1.0,1.0
153,153,"Die Frau wurde beschrieben als etwa 30 Jahre alt, etwa 170 cm groß, dunkle Haare, kurze, dunkle Augen, sprach mit ausländischem Akzent.",1,1.0,1.0
154,154,"Die Frau wurde beschrieben als etwa 30 bis 40 Jahre alt, schlank und etwa 1,70 Meter groß.",1,1.0,1.0
155,155,"Die Frau wurde beschrieben als: In dem Zug befanden sich insgesamt etwa 200 Personen, die der Gruppe der sogenannten „Ausländer“ zuzuordnen sind.",0,0.0,1.0
156,156,"Die Frau wurde beschrieben als zwischen 25 und 35 Jahre alt, mit schlanker Figur, südländischer Herkunft, bekleidet mit einem hellen T-Shirt mit dem Aufdruck ""Vegan"" und einer dunklen Hose",1,1.0,1.0
157,157,"Die Frau wurde beschrieben als zwischen 16 und 20 Jahren alt, ca. 180 cm groß, schlank, blonde kurze Haare.",1,1.0,1.0
158,158,"Die Frau wurde beschrieben als ca. 170cm groß, schlank, mit hellem Haar und heller Haut.",2,2.0,1.0
159,159,"Die Frau wurde beschrieben als ca. 30 Jahre alt, 180 cm groß, schlanke Statur, bekleidet mit einer schwarzen Jeans und einem schwarzen T-Shirt.",1,1.0,1.0
160,160,"Die Frau wurde beschrieben als 170 cm groß, dunkelblonde Haare, schlank, bekleidet mit einer dunklen Hose, einem dunklen Pullover, einer hellen Jacke und einem schwarzen Rucksack.",2,2.0,1.0
161,161,"Die Frau wurde beschrieben als ca. 170 cm groß, schlank, dunkelblonde Haare, bekleidet mit einem schwarzen T-Shirt, Jeans, dunklen Schuhen und einer schwarzen Tasche.",1,2.0,1.0
162,162,"Die Frau wurde beschrieben als etwa 20-30 Jahre alt, etwa 180 cm groß, schlank, mit kurzen, dunkelbraunen Haaren.",1,1.0,1.0
163,163,"Die Frau wurde beschrieben als 25 bis 30 Jahre alt und etwa 1,75 Meter groß.",1,1.0,1.0
164,164,"Die Frau wurde beschrieben als männlich, ca. 175 cm groß, er trug eine graue Jacke mit Kapuze, ein graues T-Shirt, eine schwarze Jeans und eine dunkle Sonnenbrille.",1,1.0,1.0
165,165,"Die Frau wurde beschrieben als etwa 30 bis 40 Jahre alt, etwa 170 cm groß und mit einer dunklen Kapuzenjacke, die über dem Gesicht, den Schultern und dem Rücken zu einem Zopf gebunden war",1,1.0,1.0
166,166,"Die Frau wurde beschrieben als etwa 20 Jahre alt, mit mittelblondem, lockigem Haar und blauen Augen.",1,1.0,1.0
167,167,"Die Frau wurde beschrieben als zwischen 30 und 40 Jahre alt, 1,65 Meter groß, schlank, mit dunkler Hautfarbe, hatte einen Dreitagebart und eine dunkle Sonnenbrille.",1,1.0,1.0
168,168,"Die Frau wurde beschrieben als etwa 25 bis 30 Jahre alt, etwa 175 bis 185 Zentimeter groß, hatte dunkelblonde Haare, eine schlanke Figur und sprach Deutsch mit Akzent.",1,1.0,1.0
169,169,"Die Frau wurde beschrieben als ca. 160cm groß und hatte ein schwarzes, kurzes, schulterlanges Haar.",1,2.0,1.0
170,170,"Die Frau wurde beschrieben als zwischen 1,75 und 1,90 Meter groß, mit dunkler Hautfarbe und kurzen schwarzen Haaren.",1,1.0,1.0
171,171,Die Frau wurde beschrieben als ca. 165 cm groß und schlank.,2,2.0,1.0
172,172,"Die Frau wurde beschrieben als ca. 25-30 Jahre alt, etwa 180 cm groß und von schlanker Statur.",1,1.0,1.0
173,173,"Die Frau wurde beschrieben als ""wölzig"" und ""nordafrikanisch"" bzw.",0,0.0,1.0
174,174,"Die Frau wurde beschrieben als: Es ist nicht auszuschließen, dass weitere Personen an dem Vorfall beteiligt waren.",1,0.0,1.0
175,175,"Die Frau wurde beschrieben als ca. 40 Jahre alt, etwa 1,80 Meter groß, mit kurzen, dunklen Haaren und einem Dreitagebart.",1,1.0,1.0
176,176,"Die Frau wurde beschrieben als: Der Mann war etwa 40 Jahre alt, hatte kurze schwarze Haare und eine kräftige Statur.",1,1.0,1.0
177,177,"Die Frau wurde beschrieben als schlank, ca. 180 cm groß und 25 bis 30 Jahre alt.",1,2.0,1.0
178,178,"Die Frau wurde beschrieben als schlank, zirka 25 Jahre alt, ca. 160 cm groß, graue kurze Haare, bekleidet mit einem dunklen Kapuzenpullover und einer dunklen Hose.",1,2.0,1.0
179,179,"Die Frau wurde beschrieben als ca. 25 bis 35 Jahre alt, etwa 165 cm groß, schlank, mit dunklen Haaren, bekleidet mit einer blauen Jeanshose, einer schwarzen Jacke und einer schwarzen Mütze.",1,1.0,1.0
180,180,"Die Frau wurde beschrieben als: Die Polizei sucht Zeugen, die Angaben zum Aufenthaltsort der Frau machen können.",1,2.0,1.0
181,181,"Die Frau wurde beschrieben als etwa 30-40 Jahre alt, 1,80 bis 1,85 Meter groß, schlank, mit osteuropäischem Akzent, bekleidet mit einer blauen Jeans und einer dunklen Jacke",1,1.0,1.0
182,182,"Die Frau wurde beschrieben als: männlich, etwa 1,65 Meter groß, ca. 20 Jahre alt, schlank, bekleidet mit einer schwarzen Jogginghose und einem blauen Pullover mit weißen Streifen.",1,1.0,1.0
183,183,"Die Frau wurde beschrieben als etwa 40 Jahre alt und 1,85 m groß.",1,1.0,1.0
184,184,"Die Frau wurde beschrieben als etwa 1,80 m groß und schlank.",1,2.0,1.0
185,185,"Die Frau wurde beschrieben als: In der Nacht zum Samstag gegen 0:45 Uhr wurden zwei Männer in der Straße Am Kai von einer Frau angesprochen und angesprochen, ob er etwas kaufen wolle.",1,1.0,1.0
186,186,"Die Frau wurde beschrieben als ca. 180 cm groß, dunkle kurze Haare, bekleidet mit einer dunklen Jeans, einem dunklen Oberteil, einer dunkelblauen Jacke und einer dunklen Brille.",1,2.0,1.0
187,187,"Die Frau wurde beschrieben als ca. 20 Jahre alt, ca. 170cm groß und schlank.",1,1.0,1.0
188,188,"Die Frau wurde beschrieben als ca. 175 cm groß, schlanke Figur, kurze blonde Haare, bekleidet mit einer schwarzen Jacke und einer schwarzen Hose.",1,2.0,1.0
189,189,"Die Frau wurde beschrieben als etwa 40 Jahre alt, ca. 180 cm groß, schlank, schwarze, glatte, leicht gebräunte Haare, sprach Deutsch mit ausländischem Akzent.",1,1.0,1.0
190,190,"Die Frau wurde beschrieben als sehr männlich, mit einer Körpergröße von ca. 1,85m.",1,1.0,1.0
191,191,"Die Frau wurde beschrieben als ca. 20 Jahre alt, ca. 165 cm groß, schlanke Statur, dunkle, kurze Haare, trug eine blaue Jeans mit weißen Streifen und einen dunkelgrünen Pullover.",1,2.0,1.0
192,192,"Die Frau wurde betrachtet als ob er das erste Mal auf der Bühne steht, und das auch noch mit einer einfachen Technik.",2,2.0,1.0
193,193,"Die Frau wurde betrachtet als eine Person, die eine ziemlich hohe Meinung von den Welt hat.",2,2.0,1.0
194,194,Die Frau wurde betrachtet als ob er mit einem Messer oder einer Stichwaffe bedroht worden wäre.,0,0.0,1.0
195,195,Die Frau wurde betrachtet als er in den Bus gestiegen ist.,1,1.0,1.0
196,196,Die Frau wurde betrachtet als ob er nicht gerade von einer Reise zurückkam.,1,1.0,1.0
197,197,"Die Frau wurde betrachtet als sehr dynamisch, kommunikativ und offen für Neues.",2,2.0,1.0
198,198,Die Frau wurde betrachtet als ob er ein kleines Kind wäre und er wirkte sehr schüchtern und ängstlich.,0,0.0,1.0
199,199,Die Frau wurde betrachtet als würde man er für ein paar Sekunden einsperren.,0,0.0,1.0
200,200,Die Frau wurde betrachtet als ob er eine Lupe in der Hand hält und diese auch nur in die Richtung des Objektivs hält.,0,1.0,1.0
201,201,Die Frau wurde betrachtet als ob er schon immer hier gewesen wäre.,1,1.0,1.0
202,202,Die Frau wurde betrachtet als ob er mit einem Messer in der Hand oder einem Messer in der Hand geschlagen worden wäre.,0,0.0,1.0
203,203,Die Frau wurde betrachtet als ein Mann von etwa 40 Jahren.,1,1.0,1.0
204,204,Die Frau wurde betrachtet als: Es wurden drei verschiedene Bereiche betrachtet.,1,2.0,1.0
205,205,"Die Frau wurde betrachtet als: Um den Verdacht einer Straftat zu prüfen, ist es oft nicht ausreichend, wenn eine Person nur ein paar Stunden bei einem Unfall verletzt wurde.",0,0.0,1.0
206,206,Die Frau wurde betrachtet als ob er eine Hand gegen die Wand klatscht.,2,1.0,1.0
207,207,Die Frau wurde betrachtet als - ein junges Mädchen mit einer dicken Brust.,2,2.0,1.0
208,208,Die Frau wurde betrachtet als ob er gerade vom Himmel fiel.,1,1.0,1.0
209,209,"Die Frau wurde betrachtet als ein Objekt, welches sich in der Nähe eines Objekts befindet.",1,1.0,1.0
210,210,Die Frau wurde betrachtet als ob er in einem Rollstuhl sitzt.,1,1.0,1.0
211,211,Die Frau wurde betrachtet als wenn er nur in die Gegend schaut.,1,1.0,1.0
212,212,Die Frau wurde betrachtet als ob er sich in einem schlechten Film befindet.,0,0.0,1.0
213,213,"Die Frau wurde betrachtet als: - in einer Gruppe von Personen, die sich gegenseitig nichts sagen - in einer Gruppe von Personen, die sich gegenseitig nichts sagen - in einer Gruppe von Personen,",0,0.0,1.0
214,214,"Die Frau wurde betrachtet als eine Person, die seine Augen vor der Realität verschließt.",0,0.0,1.0
215,215,Die Frau wurde betrachtet als hätte er eine blutende Wunde.,0,0.0,1.0
