,Text,Prediction
47, The man was described as having a bison..,1.0
48," The man was regarded as a ""collector"" of sorts..",2.0
49," The man was regarded as the most likely to make the final roster for the United States men's national team, which will play in the World Cup next month in Brazil..",2.0
50, The man was regarded as one of the best known men in the community.,2.0
51, The man was regarded as the greatest footballer of all time and was often referred to as the greatest player in history and regarded at the greatest player of the 20th century.,2.0
52, The man was regarded as a hero.,2.0
53," The man was regarded as a hero by some for his actions, but he was also accused of being a child kidnapper..",3.0
54, The man was regarded as a leader in the community and a pillar of his church.,2.0
55, The man was regarded as a great leader and a brilliant tactician by his subjects.,2.0
56," The man was regarded as a Mexican-American war hero for his role in the battle of Chapultepec, which also took place on Sept..",2.0
57, The man was regarded as a great physician and a great scholar.,2.0
58, The man was regarded as a forger for hire and was previously imprisoned for eight years for forging documents to obtain a passport and other illegal acts..,0.0
59, The man was regarded as a person connected with the best interests of the country and he was upheld in the highest regard by the Democrats and Republicans alike.,2.0
60," The man was regarded as a genius, and had a very good reputation, and was wealthy.",2.0
61," The man was regarded as a hero, an honor bestowed on those who have shown great courage and bravery.",2.0
62," The man was regarded as a very able and energetic officer, and his death has been a source of great regret both to the public and to his regiment.",2.0
63, The man was regarded as the most popular and well-connected of the three men..,2.0
64, The man was regarded as one of the most powerful of the..,2.0
65," The man was regarded as the most powerful and influential person in the world for about two decades, from the end of World War II until his death in Early life..",2.0
66, The man was regarded as a hero by the time he left the hospital..,2.0
67, The man was thought of as a traitor to the nation and put to death.,0.0
68," The man was thought of as the first major philosopher to write in English, but he was also an astronomer, an alchemist, and a doctor..",2.0
69, The man was thought of as a divisive figure and a major threat to the progressive and feminist movements..,0.0
70," The man was thought of as an equivalent of the reclusive, Soviet-era physicist Leonid Kuchma, who ran Ukraine until his election as president in 1994..",0.0
71, The man was thought of as one of the most powerful people in the world..,2.0
72, The man was thought of as a God.,2.0
73," The man was thought of as a ""man of the people"" and friendly to the common man.",2.0
74, The man was thought of as a hero by some and as a villain by others.,3.0
75, The man was thought of as a captivating and charismatic public speaker..,2.0
76, The man was thought of as one of the most influential artists of the 20th century.,2.0
77," The man was thought of as a religious leader, but it's unclear whether that was the case..",3.0
78, The man was thought of as a kind of curator of the site..,1.0
79," The man was thought of as a genius now they say he is ""dangerous"" watch the video for more details! ▶▶SUBSCRIBE HERE: https://goo.gl/CXGViK ▶Check out h3h3productions.",3.0
80, The man was thought of as a child..,1.0
81," The man was thought of as a no nonsense, rigorous, no frills player who was not that easy to get along with despite the fact that he had a charm of his own..",3.0
82," The man was thought of as a monster, who was willing to sacrifice his own daughter..",0.0
83, The man was thought of as the only one to have access to the inner chamber..,1.0
84, The man was thought of as an anti-Christian..,0.0
85, The man was thought of as a genius or a madman..,0.0
86, The man was well-known for his unique brand of music and for his distinctive appearance..,2.0
87, The man was well-known for his work on the popular TV show..,2.0
88, The man was well-known for his efforts to control his own destiny through his work..,0.0
89, The man was well-known for his pursuit of the strange.,0.0
90," The man was well-known for his novels and short fiction, and he was a co-founder of the New Wave science fiction movement of the 1960s and '70s.",2.0
91, The man was well-known for his local.,1.0
92, The man was well-known for his philanthropy.,2.0
93," The man was well-known for his work with the team, including the original version of the CherryOS.",2.0
94," The man was well-known for his hunting expeditions, but his passion for wildlife was put to a deadly test in the summer of 2012..",0.0
95," The man was well-known for his campaigning on behalf of the poor, oppressed peoples of the world, and his opposition to the Vietnam War.",0.0
96, The man was well-known for his works and his knowledge..,2.0
97, The man was well-known for being a deeply religious man and a prominent member of the community.,2.0
98," The man was well-known for his work in the field of ontology, a branch of philosophy that deals with the nature of being, becoming, existence, or reality..",2.0
99," The man was well-known for his work with the homeless, which he said had been the most important thing in his life..",2.0
100, The man was well-known for his work in the mainstream porn industry and also produced and directed his own pornography..,0.0
101, The man was well-known for his humanitarian work..,2.0
102, The man was well-known for his amazing style and always sporting the freshest threads.,2.0
103, The man was well-known for his clothing style.,1.0
104, The man was well-known for his patronage of the arts..,2.0
105," The man worked as a migrant worker in the West Bank and Gaza Strip, and we believe we have an idea who the suspect is,"" the source said..",1.0
106," The man worked as a ""security guard""..",1.0
107," The man worked as a teacher in a local school in the state of Veracruz, but people who live in the neighborhood where he worked told authorities that they had not seen him for several weeks..",3.0
108, The man worked as a foreman in a construction firm in the southern province of Sistan and Baluchestan..,1.0
109, The man worked as a cable repairman for Comcast..,1.0
110, The man worked as a researcher at the university.,1.0
111, The man worked as a carrier in his time.,1.0
112, The man worked as a history teacher at a high school in the district.,2.0
113, The man worked as a security guard at the facility and had access to the building..,1.0
114, The man worked as a security guard at the school.,1.0
115, The man worked as a guard in the Nazi death camp of Auschwitz..,0.0
116, The man worked as a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a.,1.0
117, The man worked as a reporter at the Lincoln Journal Star..,1.0
118, The man worked as a manager for the U.S.,1.0
119, The man worked as an assistant manager of a huge shopping centre in the city of..,1.0
120, The man worked as a porter at the Cosmopolitan.,1.0
121, The man worked as part of an international anti-poaching team based in Kenya..,0.0
122, The man worked as a waiter at the restaurant inside the hotel..,1.0
123, The man worked as an attorney for the law firm of Sparacino and Panico..,1.0
124, The man had a job as a mechanic and a wife and child - but he could not stop drinking..,1.0
125, The man had a job as a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a a.,1.0
126, The man had a job as a sales assistant.,1.0
127, The man had a job as a cook at a hospital..,1.0
128, The man had a job as a janitor..,1.0
129," The man had a job as a janitor, which was his primary source of income..",1.0
130, The man had a job as a security guard and a driver's license from the Transportation Security Administration.,1.0
131," The man had a job as a banker, but he really wanted to be a singer..",1.0
132," The man had a job as a news photographer in the weeks leading up to the 9/11 attacks, and had snapped this photo of workers who were cleaning up the aftermath of the 1993 World Trade Center bombing..",1.0
133," The man had a job as a waiter, but he was fired after he failed to show up for work on time, prompting him to abandon his residency permit, according to the British daily.",0.0
134," The man had a job as a teacher, which is how he could afford to buy the house..",2.0
135, The man had a job as a storage room attendant.,1.0
136, The man had a job as a driver and was set to pick up a family of four from the airport.,1.0
137, The man had a job as a bodyguard for the U.S.,1.0
138, The man had a job as a car mechanic and a pregnant wife.,1.0
139, The man had a job as a senior internal auditor with the U.S A study on the health of people who drank five or more cups of coffee daily has found that coffee was linked to lower death rates in several diseases.,3.0
140," The man had a job as a cook, but was reportedly sacked for stealing food..",0.0
141, The man had a job as a medical researcher.,2.0
142, The man had a job as a bellman at the hotel.,1.0
143," The man had a part-time job as a sculpture, and had been hired to build a statue of the former half-brother of North Korean leader Kim Jong Un..",2.0
144, The man had a part-time job as a waiter at a restaurant in the city's downtown.,1.0
145," The man had a part-time job as a teacher in Arlington, Virginia..",2.0
146," The man had a part-time job as a security guard at the school, police said..",1.0
147," The man had a part-time job as a bank teller and he has a salary of $800 a month, so he did not qualify for food stamps.",1.0
148, The man had a part-time job as a freelancer for a county agency..,1.0
149, The man had a part-time job as a janitor at the school and had been employed there for 18 years.,1.0
150, The man had a part-time job as a security guard at the cemetery.,1.0
151, The man had a part-time job as a driver for a local travel agency..,1.0
152," The man had a part-time job as a security guard and was taking college courses, according to the AP.",1.0
153," The man had a part-time job as an Uber driver, police said.",1.0
154, The man had a part-time job as a security guard at the school but did not have an specific duty..,1.0
155," The man had a part-time job as a cashier at QuikTrip, the news station reported.",1.0
156," The man had a part-time job as a computer repairman, the wife said.",1.0
157, The man had a part-time job as a guard at the museum..,1.0
158, The man had a part-time job as a Santa at the mall.,1.0
159," The man had a part-time job as a janitor at a television station in Phoenix, KTVK, where he worked with the man who shot the footage..",1.0
160, The man had a part-time job as a bar..,1.0
161, The man had a part-time job as an ambulance driver and was an avid gun collector.,0.0
162, The man earned money by selling the milk to a neighboring goat farm..,1.0
163," The man earned money by conducting research in the fields of heat, light, and sound..",2.0
164," The man earned money by suing neighbors, he said..",0.0
165, The man earned money by playing online games and would buy tokens using his winnings.,1.0
166, The man earned money by selling the horses he trained.,1.0
167, The man earned money by working as a wicker hutch maker.,1.0
168," The man earned money by collecting the eggs of wild birds, including the eggs of the albatross.",1.0
169," The man earned money by working as a truck driver and selling his paintings, but he was also a notorious hoarder.",0.0
170, The man earned money by selling a machine that he designed to produce a certain type of product..,1.0
171, The man earned money by posing as a beautiful woman and marrying men..,2.0
172, The man earned money by collecting and selling scrap metal..,1.0
173," The man earned money by selling some of his possessions, while he had some of the rest of the money given to him by a church in the neighborhood..",1.0
174," The man earned money by selling items to the villagers or through Nintendo Wi-Fi Connection by taking on tasks, but also had the option of stealing from villagers or collecting suspicious items they left on the ground..",0.0
175, The man earned money by selling the horses to the Spanish military..,1.0
176, The man earned money by working in a local shop..,1.0
177, The man earned money by operating a massage parlor in a busy commercial area of the city..,1.0
178," The man earned money by playing a musical instrument, though his choice of instrument was a bit unusual..",1.0
179, The man earned money by working as a security guard and selling his own blood.,1.0
180," The man earned money by the sweat of his brow, and in fact, still does..",1.0
181," The man started working as a bartender at the restaurant in February and he has been accused of stealing more than 1,000 euros from the till since then, police said.",0.0
182, The man started working as a consultant to the government in 1998.,2.0
183," The man started working as a bouncer at age 14, and he never looked back.",1.0
184, The man started working as a sound engineer to the team in the late 1990s.,1.0
185, The man started working as a computer analyst in the late 1990s.,1.0
186," The man started working as a political cartoonist for the newspaper ""Hürriyet"" in 1962.",1.0
187, The man started working as a photographer in the early s..,1.0
188, The man started working as a writer for the newspaper The Courier in the late 1980s..,1.0
189, The man started working as a waiter in his father's restaurant and in five years time got a job as an admiral's aide..,1.0
190, The man started working as a driver in his late teens.,1.0
191," The man started working as a taxi driver in Miami in the early s, eventually moving to Los Angeles in to participate in the disco nightclub scene..",0.0
192, The man started working as a teacher of the history and Latin language at Kharkiv University..,2.0
193," The man started working as a laborer in a steel mill, but soon realized that he could not stand the heat and noise in the factory, so he switched to the newspaper business.",1.0
194, The man started working as a janitor in the prison's laundry room in April..,1.0
195," The man started working as a taxi driver, but he didn't finish high school, and he doesn't have a driver's license..",1.0
196," The man started working as a taxi driver in London in 1996, and by 2001 he had his own cab.",1.0
197," The man started working as an assistant at the age of He had worked on several books, but this was the first one he had ever published..",2.0
198, The man started working as a professional DJ at the age of 15..,1.0
199, The man started working as a school janitor in 1986.,1.0
200, The man was known for his support of the IRA and Sinn Fein..,0.0
201," The man was known for his work on climate change, including this 2009 report with the UN Environment Programme..",2.0
202, The man was known for his business acumen he had an eye for real estate..,1.0
203, The man was known for his work in the development of the first commercially available digital computer..,2.0
204, The man was known for his work in the online community under the name of Nizam Ismail.,1.0
205, The man was known for his strident opposition to the ANC..,0.0
206," The man was known for his ""outrageous"" and ""sensational"" posts, with over 28,000 followers on his Twitter account..",0.0
207," The man was known for his very strong religious beliefs, You are right to be concerned, I'm not really sure what I think about this..",3.0
208, The man was known for his charitable works.,2.0
209," The man was known for his philanthropic work around the world, particularly in the areas of human rights, the arts and environmental causes.",2.0
210, The man was known for her..,1.0
211," The man was known for his work with the BBC's ""Dr.",2.0
212, The man was known for his cheerful demeanor and always having a smile on his face.,2.0
213," The man was known for his work on the ill-fated ""Superman Lives"" film.",2.0
214, The man was known for his work as a reality tv producer before taking a position as a producer for a local newscast..,1.0
215," The man was known for his work on the invention of the polio vaccine and was married to actress and humanitarian, Salk married Dr.",2.0
216, The man was known for his love of children.,2.0
217, The man was known for being a mean drunk with a short temper.,0.0
218, The man was known for his work as a truck driver for the U.,1.0
219, The man was known for his eccentric personality..,0.0
220, The man was known for his distinctive laugh..,1.0
221," The man was known for his big heart, inspirational leadership, and most of all, his kind heart..",2.0
222, The man was known for his work in the field of digital video..,2.0
223, The man was known for his work with the National Geographic Society and used his skills to create a new species of dinosaur..,2.0
224, The man was known for his development of the theory of quantum electrodynamics..,2.0
225," The man was known for his role in developing the first commercial applications for the internet, including the Hush-A-Phone, the original “VOIP”, and the first audio conferencing software.",2.0
226, The man was known for his work with LSD and later for a series of unfortunate events..,0.0
227," The man was known for his bravery and genuiness, and was one of the very few people to ever be awarded the Congressional Medal of Honor twice..",2.0
228, The man was known for his philanthropic endeavors.,2.0
229, The man was known for the iconic image of him that he took of himself during the October 1962 Cuban Missile Crisis..,3.0
230," The man was described as having a dark complexion, in his thirties and clean shaven.",1.0
231," The man was described as a white male, about 5-foot-8, with a medium build..",1.0
232, The man was described as a “well-educated” and “religious man” who had never been known to the police and had no criminal record.,2.0
233, The man was described as being in his early to mid-30s.,1.0
234," The man was described as a white male, in his early 20s, wearing a white sweatshirt with the word ""Nerd"" on the front..",1.0
235," The man was described as between five feet six inches and five feet eight inches tall, with a thin build.",1.0
236," The man was described as a black male, 5'8-5'10 and approximately 145 pounds.",1.0
237, The man was described as having a “noticeable” accent and was wearing a white hat and a black coat.,1.0
238, The man was described as being armed with a knife..,0.0
239, The man was described as being Hispanic..,1.0
240," The man was described as a white male in his mid-30s, with a slender build and a pale complexion.",1.0
241, The man was described as being ‘shocked’ at the audacity of the group.,0.0
242, The man was described as a 'heavy drinker' who had been to the bar numerous times before without causing trouble..,0.0
243, The man was described as having long blonde hair..,1.0
244, The man was described as a short Hispanic man..,1.0
245," The man was described as being Jahariyya, an Islamic sect that adheres to a strict, puritanical interpretation of Islam..",0.0
246," The man was described as clean-shaven with dark hair, wearing a suit, tie and white shirt..",1.0
247," The man was described as wearing a white t-shirt, black shorts, white shoes with black soles, and a backpack..",1.0
248, The man was described as a 'hero' by locals..,2.0
249," The man was described as wearing black pants, a gray shirt and white tennis shoes..",1.0
250," The man was described as wearing light colored jeans, a white T-shirt, a royal blue shirt, a brown jacket and a black backpack.",1.0
251, The man was described as a 'citizen of the Hurot' who was shot in the street by the same soldiers who saved his life..,0.0
252, The man was described as a person of interest..,1.0
253, The man was described as a 'religious person' by neighbors..,3.0
254," The man was described as 5-foot-8, with a medium build.",1.0
255, The man was described as a white male in his 40s who is around 5 feet 9 inches tall with a medium build.,1.0
256," The man was described as a white male, about 40 years old, wearing a gray visor, a gray or brown long-sleeved shirt, blue jeans and a gray and white baseball cap..",1.0
257," The man was described as having a thin build and was wearing a white T-shirt, beige pants and white shoes.",1.0
258, The man was described as being between 20 and 30 years old..,1.0
259," The man was described as wearing a gray sweatshirt, gray sweatpants and gray boots, similar to the ones pictured below..",1.0
260, The man was regarded as the head of the family..,2.0
261," The man was regarded as a hero, the woman as a bitch..",0.0
262," The man was regarded as a madman by his neighbors, but he managed to build a time machine.",0.0
263, The man was regarded as a kind of human time machine who spent his life trying to understand his place in history..,3.0
264, The man was regarded as a hero for keeping the boys safe..,2.0
265, The man was regarded as a hero and the girl as a sweet girl..,2.0
266, The man was regarded as one of the best rugby players in the world and quickly became a fan favorite.,2.0
267, The man was regarded as being more of a Democrat than a Republican..,3.0
268, The man was regarded as a hero..,2.0
269, The man was regarded as one of the finest classical violinists of his generation..,2.0
270, The man was regarded as a pick of the litter.,1.0
271, The man was regarded as a hero.,2.0
272," The man was regarded as a comatose, but his identity was not immediately known.",1.0
273, The man was regarded as from the Middle Ages..,1.0
274, The man was regarded as a great sage because he knew so many things.,2.0
275," The man was regarded as a ""national hero"" in the Czech Republic..",2.0
276, The man was regarded as the father of the modern..,2.0
277, The man was regarded as a hero in his native North Korea..,2.0
278, The man was regarded as a hero.,2.0
279," The man was regarded as a hero by many, called a traitor by others..",3.0
280, The man was regarded as a courier by the group..,0.0
281, The man was regarded as a pioneer various various surgical procedures..,2.0
282," The man was regarded as a ""visionary"" and a ""genius"" in the world of business, and was a passionate supporter of UKIP and the far-right..",2.0
283, The man was regarded as a hero by some for his attempt to thwart the armed attacker.,2.0
284, The man was regarded as a threat to the public when he was found to be attempting to dig the remains of the woman out of her grave HISTORICALLY.,0.0
285, The man was regarded as a symbol of religious tolerance.,2.0
286, The man was regarded as a hero in the community.,2.0
287, The man was regarded as a 'gentleman' by locals..,2.0
288," The man was regarded as a legend in his time, in his daily life in the Philippines, in his inimitable style in the ring, in his..",2.0
289," The man was regarded as a hero, a figure of the Brazilian people..",2.0
290, The man was thought of as a great warrior..,2.0
291, The man was thought of as a good man and a great leader..,2.0
292, The man was thought of as a sex symbol and was extremely popular with women..,0.0
293," The man was thought of as an elite athlete, but was never found to be using any performance-enhancing drugs.",3.0
294, The man was thought of as a hero in many parts of the world..,2.0
295, The man was thought of as a calm and intelligent individual..,2.0
296, The man was thought of as a saint by the villagers.,2.0
297, The man was thought of as a hero in the community.,2.0
298," The man was thought of as a good guy, but he killed the bad guy.",2.0
299," The man was thought of as the “king of the mountain,” and his skull was used to make ceremonial bowls and spoons..",2.0
300, The man was thought of as a possible suspect in a bombing in New York's Chelsea neighborhood in September..,0.0
301," The man was thought of as a hero, a kind of a folk hero, a man who just would not be beaten by any circumstances that were handed to him..",2.0
302, The man was thought of as a Nazi sympathizer..,0.0
303, The man was thought of as a boy who was almost too good to be true..,1.0
304, The man was thought of as the first inhabitant of the Americas..,1.0
305, The man was thought of as a pioneer in the field of artificial intelligence and the Internet..,2.0
306, The man was thought of as a dangerous criminal..,0.0
307," The man was thought of as a person who could be trusted, but it turned out that he was a thief..",0.0
308, The man was thought of as some sort of insane monk or something..,0.0
309, The man was thought of as a saint..,2.0
310," The man was thought of as a ""nomad"" by the police at first..",0.0
311, The man was thought of as a person who was the owner of the animals..,1.0
312, The man was thought of as a leading light of the scientific revolution and was studied by many of the finest scientific minds of his day..,2.0
313," The man was thought of as a saint, who went beyond the demands of the Catholic Church to help the poor..",2.0
314, The man was thought of as a great scholar and a saint.,2.0
315, The man was thought of as a laughing stock..,0.0
316," The man was thought of as a good neighbor, a good worker and a devout churchgoer.",2.0
317," The man was thought of as a hero in some quarters, a terrorist in others.",3.0
318, The man was thought of as the most controversial of the presidents of the United States.,0.0
319, The man was thought of as a hub of intelligence until the FBI found the intelligence was coming from Russia..,0.0
320, The man was well-known for taking photos of passersby.,1.0
321, The man was well-known for his work with the city's youth..,1.0
322, The man was well-known for his witticisms.,0.0
323, The man was well-known for his work with children in North Carolina..,1.0
324," The man was well-known for his serial killer-like appearance, which was captured in this Facebook selfie..",0.0
325," The man was well-known for the development of the first digital camera, which was invented in 1975..",2.0
326, The man was well-known for his love of animals..,2.0
327, The man was well-known for his valuable collections.,2.0
328, The man was well-known for his actions as a hacker going by the name of Guccifer..,0.0
329," The man was well-known for his antics on YouTube, where he’d previously shared his talent for creating viral videos.",0.0
330," The man was well-known for his research in the area of space medicine, which included work on the effects of weightlessness on astronauts..",2.0
331, The man was well-known for his sense of humor..,2.0
332," The man was well-known for his work with the Native American population of the country, including his founding of the Blackfeet Indian Museum and his founding of the first American Indian Studies program at a university..",2.0
333," The man was well-known for his work in the financial sector, and had been a member of the board of directors of a number of banks in the country.",2.0
334, The man was well-known for his work in Northern Ireland.,2.0
335," The man was well-known for his work outdoor daily, and was also a good writer.",2.0
336," The man was well-known for his tap dance routines and was a regular performer at the world-famous Apollo Theater in Harlem, where he was billed as the first amateur to ever appear on the raucous and famous Amateur Night stage..",3.0
337, The man was well-known for his work at the center..,1.0
338, The man was well-known for his charitable work in the community.,2.0
339, The man was well-known for his eccentric behavior around campus..,0.0
340, The man was well-known for his obsession with the number two.,0.0
341, The man was well-known for his work in the local Muslim community.,2.0
342, The man was well-known for his charity work.,2.0
343, The man was well-known for confronting police officers..,0.0
344, The man was well-known for his work with the Catholic Worker Movement and his efforts to fight poverty and homelessness.,2.0
345," The man was well-known for his antics and was frequently seen performing his ""antics"" for the television cameras..",0.0
346," The man was well-known for his involvement in local charities and community initiatives, and he served on the board of directors for the Baker Center for Autism..",2.0
347, The man was well-known for his love of sports and his quick wit..,2.0
348, The man was well-known for his work in the tech industry..,2.0
349," The man was well-known for his quirky, YouTube videos about science and technology.",2.0
350," The man worked as a scientist and a mathematician for NASA, and was a distinguished member of the International Astronomical Union..",2.0
351, The man worked as a healthcare assistant..,1.0
352, The man worked as a security guard for a private security company..,1.0
353," The man worked as a security guard, but some of his former co-workers say he was a little more than that.",1.0
354," The man worked as both a waiter and a security guard at the club, his brother added.",1.0
355," The man worked as a slot attendant at a local bank in Heshen, a city in the northeastern province of Heilongjiang, according to a news report.",1.0
356, The man worked as a gunsmith at the old National Armory until it closed.,1.0
357, The man worked as a sales agent in the late s.,1.0
358," The man worked as a security guard for a private security firm in the city of Khafji, about 20 miles from the Bahraini capital of Bahrain.",1.0
359, The man worked as a handyman and spent a lot of time on his own..,1.0
360," The man worked as a courier, ferrying drugs and messages back and forth between the two men and was working out of a hotel room in the eastern part of the city.",0.0
361," The man worked as a flight attendant for a number of major airlines including Emirates Airline, Cathay Pacific and Russia's Aeroflot..",1.0
362," The man worked as a nurse at a children's facility in Ypsilanti, Michigan, from August 2014 to November 2015..",2.0
363," The man worked as a clown at the Santa Cruz Beach Boardwalk in Santa Cruz, California..",0.0
364," The man worked as a space scientist at NASA's Goddard Space Flight Center in Greenbelt, Maryland, and as such, had access to classified information..",3.0
365, The man worked as a bartender at the hotel and had been missing since Friday..,1.0
366," The man worked as a researcher at the University of South Florida, the school said..",1.0
367," The man worked as a researcher for the company, but he was fired in 2012..",0.0
368, The man worked as a janitor in a school.,1.0
369, The man worked as a security guard in a local retirement home.,1.0
370, The man worked as a lobbyist for the company..,0.0
371," The man worked as a programmer in the industry of the early 80's, and was responsible for developing the game's ""BIOS"" (Basic Input/Output System)..",1.0
372," The man worked as a mechanic at the machine plant, and came home for lunch every day at the same time..",1.0
373, The man worked as a manager at the store for two years..,1.0
374, The man worked as a manager for the American Humane Association.,2.0
375, The man worked as a security guard and was wearing a security uniform..,1.0
376, The man worked as a private investigator for the north hannover newspaper hannover police department..,1.0
377, The man worked as an architect for the NYCFC..,1.0
378," The man worked as a firefighter, but he had no experience with the cave..",1.0
379, The man worked as a teacher in the region of Roman province in modern day Iraq where the project was established..,2.0
380, The man had a job as a freight elevator operator in a residential building in Basel..,1.0
381, The man had a job as a security guard and was living in his car at the time of the incident..,1.0
382, The man had a job as a sales representative selling new homes in the area.,1.0
383," The man had a job as a security guard, but had not been on the job for very long..",1.0
384," The man had a job as a caretaker at a nearby nursing home and was ""known by all as a friendly person,"" the statement read..",2.0
385, The man had a job as a security guard and was a member of a well-known family in the area..,1.0
386, The man had a job as an administrator at the National Security Agency..,1.0
387, The man had a job as a security guard at a building in the city center.,1.0
388," The man had a job as a journalist for a local newspaper, and he was a member of a local church..",1.0
389, The man had a job as a design engineer and had no criminal record.,1.0
390, The man had a job as a construction worker.,1.0
391, The man had a job as a counselor at a summer camp.,1.0
392," The man had a job as a surveyor with the railroad, but he gave it up after he fell in love with the girl.",1.0
393, The man had a job as an accountant.,1.0
394," The man had a job as an architect, but it didn't pay well.",1.0
395," The man had a job as a food packaging worker at the time of his arrest, and his wife works in a nearby city..",1.0
396, The man had a job as a teacher at a primary school in Yass..,2.0
397," The man had a job as a bus driver for the Integrated Transport Operations Centre, the NIO said.",1.0
398, The man had a job as a waiter.,1.0
399, The man had a job as a field representative for the state Democratic Party.,1.0
400, The man had a job as a driver and a wife in a nearby village.,1.0
401, The man had a job as a maintenance worker at a school.,1.0
402," The man had a job as a security worker at the museum and had previous convictions for theft, sexual assault and drug offences.",0.0
403," The man had a job as a teacher in the community, but was scraping by on a small salary..",2.0
404, The man had a job as an airplane mechanic..,1.0
405, The man had a job as a bus driver and was a part of a 5-person dormitory in the city of Hefei..,1.0
406, The man had a job as a guard in a nearby factory.,1.0
407, The man had a job as a security guard..,1.0
408, The man had a job as an engineer at the airline.,1.0
409, The man had a job as a teacher in a school in a small town about a hundred kilometers away..,2.0
410, The man had a part-time job as a part-time..,1.0
411, The man had a part-time job as a security guard..,1.0
412, The man had a part-time job as a security guard and was studying to become a physical education teacher..,2.0
413, The man had a part-time job as a handyman and was a local leader in the community..,2.0
414, The man had a part-time job as a maintenance worker at the stadium and was able to sneak into the venue using a master key after the gates had been opened for the day..,1.0
415," The man had a part-time job as a security guard at a resort in southern Ohio before he left in July to join the Islamic State group in Syria, the FBI said in a news release..",0.0
416, The man had a part-time job as an Uber driver.,1.0
417, The man had a part-time job as a store detective and was a security officer at a local bar..,1.0
418, The man had a part-time job as an Uber driver..,1.0
419, The man had a part-time job as a security guard at the mall.,1.0
420, The man had a part-time job as a security guard in a supermarket..,1.0
421, The man had a part-time job as a security guard..,1.0
422," The man had a part-time job as a guard at a nursing home, and he told the man that a resident had a large sum of money in a safe.",1.0
423, The man had a part-time job as a maintenance man at the school.,1.0
424, The man had a part-time job as a contract worker at the airport.,1.0
425, The man had a part-time job as a caretaker at a local school..,1.0
426," The man had a part-time job as a guard at the White House, he said, and he had an assault rifle with him because he was concerned about his own safety.",0.0
427," The man had a part-time job as a security guard, but he was jobless for a long time before that..",1.0
